Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes),Date UTC /Day,Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Peak Wind Gust(km/h) /Day,Atmospheric Pressure(hPa) /Day,Sunshine Duration(m) /Day
UA,2/25/2020,1643,N38727,ORD,21:19,21:11,109,100,-8,21:06,5,0,0,0,0,0,2020-02-25,3.2,0.6,5.0,1.5,0.0,23.0,37.4,,1014.8,
UA,2/25/2022,1094,N415UA,ORD,20:59,20:59,109,97,0,20:52,7,0,0,0,0,0,2022-02-25,-3.7,-7.7,-0.5,1.8,80.0,315.0,11.9,,1028.9,
UA,2/25/2022,1200,,DEN,15:09,0:00,199,0,0,0:00,0,0,0,0,0,0,2022-02-25,-11.1,-16.6,-2.7,0.0,50.0,280.0,10.8,,1028.5,
UA,2/25/2022,1874,N37422,IAD,23:29,1:48,69,71,139,1:43,5,0,0,2,0,137,2022-02-25,3.7,0.0,13.9,5.8,0.0,276.0,18.4,,1021.3,
UA,2/26/2019,607,N838UA,ORD,21:20,21:49,105,105,29,21:44,5,29,0,0,0,0,2019-02-26,-8.4,-10.5,-4.9,0.0,0.0,45.0,20.2,,1031.8,
UA,2/26/2020,1643,N17719,ORD,21:19,21:23,109,103,4,21:20,3,0,0,0,0,0,2020-02-26,-0.6,-3.2,0.6,2.5,30.0,348.0,25.9,,1018.6,
UA,2/26/2022,1094,N403UA,ORD,20:59,20:50,109,101,-9,20:45,5,0,0,0,0,0,2022-02-26,-6.2,-10.5,-0.5,0.0,30.0,235.0,16.9,,1031.1,
UA,2/26/2022,1200,N873UA,DEN,15:09,15:22,199,207,13,15:17,5,0,0,0,0,0,2022-02-26,-5.9,-13.8,3.9,0.0,30.0,220.0,10.4,,1028.1,
UA,2/26/2022,1874,N78438,IAD,23:29,23:33,69,65,4,23:28,5,0,0,0,0,0,2022-02-26,2.7,0.0,6.1,0.0,0.0,335.0,11.9,,1029.8,
UA,2/27/2019,607,N827UA,ORD,21:20,21:16,105,104,-4,21:09,7,0,0,0,0,0,2019-02-27,-4.1,-9.9,-1.0,0.0,0.0,345.0,16.2,,1022.4,
UA,2/27/2020,1643,N17719,ORD,21:19,21:12,109,110,-7,21:09,3,0,0,0,0,0,2020-02-27,-2.5,-6.0,0.0,0.0,30.0,286.0,15.8,,1018.0,
UA,2/27/2022,1094,N485UA,ORD,20:59,21:01,109,112,2,20:56,5,0,0,0,0,0,2022-02-27,0.2,-3.2,6.1,0.0,0.0,280.0,13.0,,1023.4,
UA,2/27/2022,1200,N895UA,DEN,15:09,15:20,199,198,11,15:14,6,0,0,0,0,0,2022-02-27,1.3,-6.6,15.0,0.0,0.0,196.0,13.7,,1025.0,
UA,2/27/2022,1874,N65832,IAD,23:29,23:24,69,68,-5,23:19,5,0,0,0,0,0,2022-02-27,3.8,-2.1,12.8,0.0,0.0,303.0,11.5,,1020.1,
UA,2/28/2019,607,N805UA,ORD,21:20,21:11,105,102,-9,21:07,4,0,0,0,0,0,2019-02-28,-7.8,-11.6,-2.7,0.0,0.0,356.0,7.2,,1024.5,
UA,2/28/2020,1643,N73275,ORD,0:13,0:05,106,106,-8,0:01,4,0,0,0,0,0,2020-02-28,-4.3,-7.1,-1.0,0.0,30.0,300.0,14.8,,1018.4,
UA,2/28/2022,1094,N808UA,ORD,20:59,21:03,109,102,4,20:59,4,0,0,0,0,0,2022-02-28,2.6,-2.7,11.7,0.0,0.0,196.0,16.9,,1018.4,
UA,2/28/2022,1200,N824UA,DEN,15:09,15:00,199,185,-9,14:54,6,0,0,0,0,0,2022-02-28,7.1,0.6,18.3,0.0,0.0,230.0,15.5,,1020.7,
UA,2/28/2022,1874,N64844,IAD,23:29,23:32,69,64,3,23:27,5,0,0,0,0,0,2022-02-28,5.8,-1.0,9.4,0.0,0.0,22.0,11.9,,1022.9,
UA,2/29/2020,617,N13716,ORD,21:19,22:10,109,102,51,22:04,6,0,0,11,0,40,2020-02-29,-3.5,-8.2,2.8,0.0,0.0,256.0,14.4,,1021.7,
UA,3/1/2019,607,N803UA,ORD,21:20,21:40,105,94,20,21:37,3,1,0,0,0,19,2019-03-01,-2.9,-4.9,1.1,0.0,0.0,42.0,9.4,,1022.0,
UA,3/1/2020,1643,N38727,ORD,21:19,20:52,109,92,-27,20:48,4,0,0,0,0,0,2020-03-01,4.8,-1.0,15.6,0.0,0.0,197.0,20.9,,1009.9,
UA,3/1/2022,1094,N852UA,ORD,20:59,20:51,109,103,-8,20:46,5,0,0,0,0,0,2022-03-01,6.9,2.2,12.2,0.0,0.0,345.0,11.9,,1015.2,
UA,3/1/2022,1200,N823UA,DEN,15:09,15:02,199,190,-7,14:56,6,0,0,0,0,0,2022-03-01,10.8,3.3,20.6,0.0,0.0,185.0,16.2,,1018.1,
UA,3/1/2022,1874,N28478,IAD,23:29,23:34,69,80,5,23:28,6,0,0,0,0,0,2022-03-01,5.0,-0.5,13.3,0.0,0.0,174.0,14.0,,1019.1,
UA,3/2/2019,607,N805UA,ORD,20:45,21:17,105,95,32,21:10,7,32,0,0,0,0,2019-03-02,-1.6,-3.8,0.6,0.0,0.0,355.0,13.7,,1023.6,
UA,3/2/2020,1643,N27724,ORD,21:19,21:21,109,109,2,21:15,6,0,0,0,0,0,2020-03-02,7.6,1.1,10.0,0.0,0.0,282.0,9.4,,1006.6,
UA,3/2/2022,1094,N484UA,ORD,20:59,20:52,109,107,-7,20:46,6,0,0,0,0,0,2022-03-02,5.2,0.6,14.4,0.0,0.0,109.0,15.5,,1018.0,
UA,3/2/2022,1200,N4888U,DEN,15:09,14:52,199,188,-17,14:46,6,0,0,0,0,0,2022-03-02,12.5,5.6,23.3,0.0,0.0,240.0,16.6,,1017.1,
UA,3/2/2022,1874,N61882,IAD,23:29,23:30,69,72,1,23:23,7,0,0,0,0,0,2022-03-02,9.3,-0.5,17.2,0.0,0.0,338.0,6.8,,1015.7,
UA,3/3/2019,607,N467UA,ORD,21:20,23:42,105,105,142,23:36,6,6,0,0,0,136,2019-03-03,-5.4,-16.0,-3.8,0.0,0.0,325.0,19.4,,1023.8,
UA,3/3/2019,1419,N24706,ORD,11:45,11:49,110,97,4,11:45,4,0,0,0,0,0,2019-03-03,-5.4,-16.0,-3.8,0.0,0.0,325.0,19.4,,1023.8,
UA,3/3/2020,1643,N14704,ORD,21:19,21:06,109,99,-13,21:02,4,0,0,0,0,0,2020-03-03,3.6,0.0,9.4,0.0,0.0,242.0,18.4,,1003.7,
UA,3/3/2022,1094,N827UA,ORD,20:59,21:34,109,111,35,21:28,6,33,0,2,0,0,2022-03-03,1.1,-2.1,2.2,0.0,0.0,50.0,19.1,,1028.9,
UA,3/3/2022,1200,N892UA,DEN,15:09,14:52,199,185,-17,14:47,5,0,0,0,0,0,2022-03-03,11.9,3.3,22.8,0.0,0.0,222.0,16.6,,1013.0,
UA,3/4/2019,607,N843UA,ORD,21:20,21:21,105,106,1,21:16,5,0,0,0,0,0,2019-03-04,-14.9,-19.3,-11.0,0.0,0.0,269.0,24.1,,1023.3,
UA,3/4/2020,1643,N13720,ORD,21:19,21:05,109,100,-14,20:58,7,0,0,0,0,0,2020-03-04,5.4,0.0,9.4,0.0,0.0,283.0,12.6,,1013.6,
UA,3/4/2022,1094,N839UA,ORD,20:58,20:32,109,90,-26,20:27,5,0,0,0,0,0,2022-03-04,0.6,-2.1,5.0,0.0,0.0,95.0,14.0,,1027.8,
UA,3/4/2022,1200,N471UA,DEN,15:05,15:50,200,180,45,15:46,4,4,0,0,0,41,2022-03-04,10.7,0.0,18.9,0.0,0.0,217.0,16.9,,1003.6,
UA,3/4/2022,1874,N829UA,IAD,23:19,23:25,69,75,6,23:21,4,0,0,0,0,0,2022-03-04,2.1,-4.9,8.3,0.0,0.0,123.0,8.3,,1032.4,
UA,3/5/2019,607,N843UA,ORD,20:45,20:49,105,104,4,20:42,7,0,0,0,0,0,2019-03-05,-11.2,-13.2,-6.0,0.0,0.0,270.0,24.8,,1021.2,
UA,3/5/2020,1643,N16703,ORD,20:52,20:26,112,90,-26,20:24,2,0,0,0,0,0,2020-03-05,5.5,0.6,11.7,0.0,0.0,220.0,23.0,,1014.3,
UA,3/5/2022,1094,N821UA,ORD,20:58,21:23,109,108,25,21:19,4,5,0,0,0,20,2022-03-05,9.2,3.9,20.6,3.0,0.0,174.0,23.0,,1010.9,
UA,3/5/2022,1200,N408UA,DEN,15:05,15:10,200,197,5,15:06,4,0,0,0,0,0,2022-03-05,3.3,-6.6,4.4,4.6,0.0,44.0,16.9,,1009.2,
UA,3/5/2022,1874,N879UA,IAD,23:19,23:17,69,69,-2,23:12,5,0,0,0,0,0,2022-03-05,6.3,-0.5,16.1,0.0,0.0,144.0,12.2,,1028.5,
UA,3/6/2019,607,N895UA,ORD,21:20,21:21,105,108,1,21:16,5,0,0,0,0,0,2019-03-06,-8.7,-12.7,-1.0,0.0,0.0,258.0,19.1,,1025.7,
UA,3/6/2020,1643,N13716,ORD,20:52,20:58,112,112,6,20:54,4,0,0,0,0,0,2020-03-06,2.7,-2.1,4.4,0.0,0.0,358.0,23.0,,1026.7,
UA,3/6/2022,1094,N892UA,ORD,20:58,21:29,109,101,31,21:23,6,0,0,0,0,31,2022-03-06,8.6,1.7,15.0,0.5,0.0,267.0,25.2,,1012.7,
UA,3/6/2022,1200,N404UA,DEN,15:05,17:04,200,227,119,16:59,5,0,92,27,0,0,2022-03-06,-5.7,-11.0,-5.5,2.3,80.0,48.0,12.6,,1021.2,
UA,3/6/2022,1874,N833UA,IAD,23:19,23:12,69,64,-7,23:08,4,0,0,0,0,0,2022-03-06,17.1,10.0,25.6,0.0,0.0,206.0,22.3,,1018.7,
UA,3/7/2019,607,N848UA,ORD,21:20,21:29,105,96,9,21:23,6,0,0,0,0,0,2019-03-07,-5.2,-9.9,-2.1,0.0,0.0,43.0,9.7,,1027.7,
UA,3/7/2020,561,N448UA,ORD,0:06,23:58,111,110,-8,23:51,7,0,0,0,0,0,2020-03-07,1.4,-3.8,11.7,0.0,0.0,204.0,17.3,,1030.7,
UA,3/7/2022,1094,N893UA,ORD,20:58,20:54,109,105,-4,20:39,15,0,0,0,0,0,2022-03-07,1.3,-1.0,2.2,8.9,30.0,323.0,19.4,,1015.5,
UA,3/7/2022,1200,N453UA,DEN,15:05,15:01,200,194,-4,14:37,24,0,0,0,0,0,2022-03-07,-8.4,-16.0,-0.5,0.0,50.0,118.0,9.4,,1026.0,
UA,3/7/2022,1874,N822UA,IAD,23:19,0:23,69,59,64,0:18,5,64,0,0,0,0,2022-03-07,20.1,10.6,25.0,0.3,0.0,204.0,28.4,,1009.4,
UA,3/8/2019,607,N27722,ORD,21:55,21:51,110,96,-4,21:46,5,0,0,0,0,0,2019-03-08,-2.2,-6.0,3.9,0.0,0.0,91.0,8.6,,1021.9,
UA,3/8/2020,561,N16732,ORD,0:06,23:54,111,104,-12,23:50,4,0,0,0,0,0,2020-03-08,10.3,5.6,19.4,0.0,0.0,,26.6,,,
UA,3/8/2022,1094,N892UA,ORD,20:58,20:34,109,90,-24,20:29,5,0,0,0,0,0,2022-03-08,0.1,-2.7,3.9,0.0,30.0,237.0,11.5,,1021.2,
UA,3/8/2022,1200,N458UA,DEN,15:05,15:20,200,202,15,15:14,6,13,0,2,0,0,2022-03-08,-3.7,-8.8,3.9,0.0,30.0,209.0,12.2,,1016.6,
UA,3/8/2022,1874,N811UA,IAD,23:19,23:07,69,63,-12,23:01,6,0,0,0,0,0,2022-03-08,10.3,5.6,11.7,0.0,0.0,345.0,17.3,,1019.7,
UA,3/9/2019,607,N24702,ORD,21:50,21:57,110,109,7,21:52,5,0,0,0,0,0,2019-03-09,0.8,-3.2,6.1,14.2,0.0,111.0,22.7,,1007.1,
UA,3/9/2020,1643,N16701,ORD,20:52,22:47,112,106,115,22:44,3,0,0,5,0,110,2020-03-09,12.8,8.9,13.9,21.1,0.0,200.0,25.2,,1015.6,
UA,3/9/2022,1094,N893UA,ORD,20:58,20:56,109,108,-2,20:51,5,0,0,0,0,0,2022-03-09,1.3,-2.7,5.0,0.0,0.0,265.0,15.5,,1017.1,
UA,3/9/2022,1200,N453UA,DEN,15:05,15:06,200,190,1,14:59,7,0,0,0,0,0,2022-03-09,-6.7,-15.5,-5.5,2.8,0.0,353.0,21.6,,1016.3,
UA,3/9/2022,1874,N873UA,IAD,23:19,0:18,69,101,59,0:12,6,3,0,32,0,24,2022-03-09,6.1,4.4,7.2,11.7,0.0,50.0,10.8,,1015.5,
UA,3/10/2019,607,N27722,ORD,21:50,22:07,110,93,17,22:02,5,10,0,0,0,7,2019-03-10,2.6,-1.6,3.3,0.0,0.0,,31.7,,,
UA,3/10/2020,1643,N24706,ORD,20:52,20:45,112,111,-7,20:40,5,0,0,0,0,0,2020-03-10,7.7,1.7,10.6,0.0,0.0,13.0,13.3,,1020.4,
UA,3/10/2022,1094,N816UA,ORD,20:58,21:14,109,89,16,21:09,5,2,0,0,0,14,2022-03-10,-2.3,-5.5,-0.5,0.5,0.0,1.0,10.1,,1023.0,
UA,3/10/2022,1200,N488UA,DEN,15:05,15:03,200,176,-2,14:58,5,0,0,0,0,0,2022-03-10,-14.2,-21.6,-7.1,0.0,50.0,102.0,9.0,,1023.3,
UA,3/10/2022,1874,N846UA,IAD,23:19,23:15,69,64,-4,23:10,5,0,0,0,0,0,2022-03-10,5.5,-1.6,11.1,0.0,0.0,21.0,5.0,,1020.7,
UA,3/11/2019,607,N16703,ORD,21:50,21:46,110,108,-4,21:42,4,0,0,0,0,0,2019-03-11,0.0,-2.7,5.0,0.0,0.0,269.0,15.5,,1027.5,
UA,3/11/2020,1643,N21723,ORD,20:52,21:00,112,94,8,20:56,4,0,0,0,0,0,2020-03-11,4.1,2.2,7.2,0.0,0.0,196.0,9.4,,1017.4,
UA,3/11/2022,1094,N878UA,ORD,20:58,20:48,109,96,-10,20:43,5,0,0,0,0,0,2022-03-11,-4.3,-8.8,-0.5,0.3,30.0,283.0,19.4,,1018.5,
UA,3/11/2022,1200,N453UA,DEN,15:05,14:38,200,175,-27,14:32,6,0,0,0,0,0,2022-03-11,-9.8,-16.6,0.6,0.0,30.0,162.0,15.1,,1025.7,
UA,3/11/2022,1874,N851UA,IAD,23:19,23:23,69,67,4,23:16,7,0,0,0,0,0,2022-03-11,7.8,0.6,17.8,0.0,0.0,156.0,11.2,,1015.2,
UA,3/12/2019,607,N825UA,ORD,21:50,21:38,110,101,-12,21:34,4,0,0,0,0,0,2019-03-12,1.8,-4.3,9.4,0.0,0.0,183.0,14.8,,1025.4,
UA,3/12/2020,1643,N68842,ORD,20:52,20:52,112,111,0,20:48,4,0,0,0,0,0,2020-03-12,6.9,2.8,14.4,0.3,0.0,182.0,17.3,,1008.5,
UA,3/12/2022,1094,N818UA,ORD,20:58,21:10,109,115,12,21:06,4,0,0,0,0,0,2022-03-12,-8.1,-11.6,-4.9,0.0,0.0,283.0,21.2,,1021.4,
UA,3/12/2022,1200,N416UA,DEN,15:05,15:07,200,197,2,15:01,6,0,0,0,0,0,2022-03-12,1.8,-7.1,15.0,0.0,0.0,251.0,22.3,,1017.2,
UA,3/12/2022,1874,N828UA,IAD,23:19,0:24,69,70,65,0:19,5,64,0,1,0,0,2022-03-12,3.9,-5.5,8.9,13.5,0.0,299.0,31.0,,1004.8,
UA,3/13/2019,607,N38727,ORD,21:50,21:27,110,91,-23,21:23,4,0,0,0,0,0,2019-03-13,7.2,4.4,14.4,13.7,0.0,169.0,19.1,,1010.6,
UA,3/13/2020,1643,N27722,ORD,20:52,20:44,112,105,-8,20:39,5,0,0,0,0,0,2020-03-13,6.7,1.1,10.0,0.0,0.0,277.0,22.7,,1020.6,
UA,3/13/2022,1094,N845UA,ORD,20:58,20:43,109,95,-15,20:39,4,0,0,0,0,0,2022-03-13,-0.3,-6.0,10.6,0.0,0.0,,18.7,,,
UA,3/13/2022,1200,N469UA,DEN,15:05,15:03,200,187,-2,14:59,4,0,0,0,0,0,2022-03-13,8.1,-2.1,17.2,0.0,0.0,,14.8,,,
UA,3/13/2022,1874,N897UA,IAD,23:19,23:33,69,67,14,23:28,5,0,0,0,0,0,2022-03-13,-2.5,-7.1,6.1,0.0,80.0,,15.8,,,
UA,3/14/2019,607,N27724,ORD,21:50,23:49,110,111,119,23:44,5,0,0,17,0,102,2019-03-14,12.9,3.9,16.7,10.2,0.0,195.0,32.8,,997.6,
UA,3/14/2020,561,N461UA,ORD,0:06,23:45,111,92,-21,23:40,5,0,0,0,0,0,2020-03-14,3.9,0.6,4.4,0.3,0.0,34.0,19.8,,1032.5,
UA,3/14/2022,1094,N877UA,ORD,20:58,20:46,109,101,-12,20:39,7,0,0,0,0,0,2022-03-14,9.1,2.8,17.2,0.0,0.0,220.0,15.8,,1019.0,
UA,3/14/2022,1200,N469UA,DEN,15:05,15:06,200,190,1,15:00,6,0,0,0,0,0,2022-03-14,6.9,-1.6,12.8,0.0,0.0,17.0,20.2,,1018.5,
UA,3/14/2022,1874,N878UA,IAD,23:19,0:25,69,61,66,0:22,3,4,0,0,0,62,2022-03-14,5.1,-4.3,17.2,0.0,0.0,180.0,9.7,,1028.5,
UA,3/15/2019,607,N15710,ORD,21:50,21:44,110,108,-6,21:38,6,0,0,0,0,0,2019-03-15,3.3,0.0,4.4,0.0,0.0,263.0,24.1,,1011.2,
UA,3/15/2020,561,N37274,ORD,0:06,0:12,111,86,6,0:08,4,0,0,0,0,0,2020-03-15,2.1,-0.5,5.6,0.0,0.0,39.0,16.2,,1036.1,
UA,3/15/2022,1094,N854UA,ORD,20:58,20:46,109,103,-12,20:38,8,0,0,0,0,0,2022-03-15,6.2,2.2,12.2,0.0,0.0,50.0,10.1,,1021.4,
UA,3/15/2022,1200,N460UA,DEN,15:05,14:55,200,189,-10,14:50,5,0,0,0,0,0,2022-03-15,8.1,-1.6,21.1,0.0,0.0,238.0,18.4,,1016.5,
UA,3/15/2022,1874,N816UA,IAD,23:19,23:15,69,71,-4,23:09,6,0,0,0,0,0,2022-03-15,12.3,1.7,21.7,0.0,0.0,195.0,7.2,,1023.5,
UA,3/16/2019,607,N16703,ORD,21:50,21:43,110,101,-7,21:39,4,0,0,0,0,0,2019-03-16,1.3,-2.1,5.0,0.0,0.0,278.0,13.7,,1025.7,
UA,3/16/2020,1643,N14704,ORD,20:52,20:59,112,98,7,20:55,4,0,0,0,0,0,2020-03-16,1.7,-1.0,4.4,1.0,0.0,211.0,8.3,,1025.9,
UA,3/16/2022,1094,N812UA,ORD,20:58,21:21,109,94,23,21:17,4,5,0,0,0,18,2022-03-16,9.7,2.2,21.1,0.0,0.0,211.0,12.6,,1014.6,
UA,3/16/2022,1200,N407UA,DEN,15:05,14:48,200,185,-17,14:43,5,0,0,0,0,0,2022-03-16,9.6,0.0,12.8,10.4,0.0,23.0,13.7,,1010.3,
UA,3/16/2022,1874,N4888U,IAD,23:19,23:19,69,61,0,23:15,4,0,0,0,0,0,2022-03-16,12.4,2.2,22.2,0.0,0.0,90.0,7.2,,1020.9,
UA,3/17/2019,607,N16701,ORD,21:50,21:41,110,104,-9,21:36,5,0,0,0,0,0,2019-03-17,1.6,-2.1,6.1,0.0,0.0,275.0,12.2,,1024.6,
UA,3/17/2020,1643,N16709,ORD,20:52,20:27,112,95,-25,20:23,4,0,0,0,0,0,2020-03-17,4.9,2.2,10.0,0.0,0.0,277.0,12.6,,1024.2,
UA,3/17/2022,1094,N817UA,ORD,20:58,21:22,109,127,24,21:00,22,0,0,18,0,6,2022-03-17,14.6,8.3,22.8,0.0,0.0,198.0,12.2,,1011.4,
UA,3/17/2022,1200,N489UA,DEN,15:05,20:22,200,189,317,20:16,6,221,0,0,0,96,2022-03-17,1.3,-1.0,3.3,5.3,100.0,340.0,19.8,,1018.9,
UA,3/17/2022,1874,N892UA,IAD,23:19,23:35,69,70,16,23:30,5,15,0,1,0,0,2022-03-17,13.1,7.8,16.7,2.5,0.0,17.0,9.4,,1014.6,
UA,3/18/2019,607,N15710,ORD,21:50,21:43,110,105,-7,21:38,5,0,0,0,0,0,2019-03-18,1.9,-2.7,6.1,0.0,0.0,277.0,12.2,,1028.0,
UA,3/18/2020,1643,N13716,ORD,20:52,20:56,112,118,4,20:52,4,0,0,0,0,0,2020-03-18,5.4,3.9,7.8,7.4,0.0,101.0,11.2,,1020.7,
UA,3/18/2022,1094,N814UA,ORD,20:58,20:48,109,102,-10,20:44,4,0,0,0,0,0,2022-03-18,7.0,4.4,8.3,16.3,0.0,35.0,27.7,,1009.5,
UA,3/18/2022,1200,N473UA,DEN,15:05,14:54,200,191,-11,14:51,3,0,0,0,0,0,2022-03-18,-0.1,-7.1,6.7,0.0,80.0,199.0,15.1,,1019.2,
UA,3/18/2022,1874,N845UA,IAD,23:19,1:07,69,65,108,1:03,4,0,0,0,0,108,2022-03-18,14.1,5.0,23.9,0.0,0.0,169.0,11.2,,1014.8,
UA,3/19/2019,607,N889UA,ORD,21:50,21:37,110,105,-13,21:32,5,0,0,0,0,0,2019-03-19,3.7,-1.0,9.4,0.0,0.0,226.0,12.6,,1027.8,
UA,3/19/2020,1643,N33714,ORD,20:52,20:23,112,94,-29,20:20,3,0,0,0,0,0,2020-03-19,7.1,5.0,17.8,5.6,0.0,142.0,15.5,,1012.8,
UA,3/19/2022,1094,N879UA,ORD,20:58,20:52,109,108,-6,20:47,5,0,0,0,0,0,2022-03-19,4.3,2.8,6.1,1.5,0.0,330.0,15.5,,1008.2,
UA,3/19/2022,1200,N454UA,DEN,15:05,0:00,200,0,0,0:00,0,0,0,0,0,0,2022-03-19,5.0,-3.2,13.3,0.0,0.0,179.0,18.4,,1016.6,
UA,3/19/2022,1874,N848UA,IAD,23:19,23:24,69,67,5,23:19,5,0,0,0,0,0,2022-03-19,18.4,13.9,24.4,0.0,0.0,196.0,23.4,,1007.8,
UA,3/20/2019,607,N16732,ORD,21:50,21:48,110,113,-2,21:43,5,0,0,0,0,0,2019-03-20,5.4,3.3,6.7,3.6,0.0,206.0,13.7,,1016.8,
UA,3/20/2020,1643,N13716,ORD,20:52,20:11,112,84,-41,20:07,4,0,0,0,0,0,2020-03-20,8.8,-0.5,17.2,1.5,0.0,347.0,24.8,,1019.5,
UA,3/20/2022,1094,N822UA,ORD,20:58,20:55,109,105,-3,20:50,5,0,0,0,0,0,2022-03-20,7.4,1.1,17.2,0.0,0.0,241.0,10.4,,1019.0,
UA,3/20/2022,1200,N410UA,DEN,15:05,15:58,200,206,53,15:52,6,6,0,6,0,41,2022-03-20,9.5,3.3,18.9,0.0,0.0,207.0,20.5,,1005.3,
UA,3/20/2022,1874,N853UA,IAD,23:19,23:42,69,73,23,23:36,6,19,0,4,0,0,2022-03-20,13.8,7.8,14.4,0.0,0.0,306.0,25.9,,1013.5,
UA,3/21/2019,607,N38727,ORD,21:50,21:35,110,102,-15,21:30,5,0,0,0,0,0,2019-03-21,4.3,2.2,7.2,0.0,0.0,307.0,18.0,,1014.6,
UA,3/21/2020,561,,ORD,0:06,0:00,111,0,0,0:00,0,0,0,0,0,0,2020-03-21,-0.4,-3.2,1.7,0.0,0.0,52.0,16.6,,1035.3,
UA,3/21/2022,1094,N844UA,ORD,20:58,20:45,109,100,-13,20:41,4,0,0,0,0,0,2022-03-21,13.3,5.6,23.3,0.0,0.0,200.0,13.7,,1017.7,
UA,3/21/2022,1200,N493UA,DEN,15:05,15:13,200,198,8,15:07,6,0,0,0,0,0,2022-03-21,5.3,-1.6,6.7,0.0,0.0,24.0,30.6,,1013.1,
UA,3/21/2022,1874,N898UA,IAD,23:19,23:28,69,75,9,23:23,5,0,0,0,0,0,2022-03-21,12.2,1.7,21.7,0.0,0.0,291.0,11.2,,1021.2,
UA,3/22/2019,607,N17719,ORD,21:50,21:59,110,116,9,21:50,9,0,0,0,0,0,2019-03-22,4.6,-1.6,7.8,0.0,0.0,13.0,17.6,,1019.2,
UA,3/22/2020,561,,ORD,0:06,0:00,111,0,0,0:00,0,0,0,0,0,0,2020-03-22,-0.7,-3.2,2.8,4.1,0.0,104.0,11.2,,1030.1,
UA,3/22/2022,1094,N854UA,ORD,20:58,20:57,109,90,-1,20:53,4,0,0,0,0,0,2022-03-22,12.1,7.2,13.3,5.6,0.0,89.0,19.1,,1011.2,
UA,3/22/2022,1200,N469UA,DEN,15:05,15:04,200,192,-1,15:01,3,0,0,0,0,0,2022-03-22,1.2,-3.2,6.7,0.0,0.0,340.0,31.7,,1020.9,
UA,3/22/2022,1874,N846UA,IAD,23:19,0:30,69,62,71,0:25,5,0,0,0,0,71,2022-03-22,12.6,3.3,21.1,0.0,0.0,37.0,6.5,,1020.8,
UA,3/23/2019,607,N23721,ORD,21:50,21:32,110,99,-18,21:26,6,0,0,0,0,0,2019-03-23,2.5,-3.8,11.7,0.0,0.0,211.0,7.2,,1025.5,
UA,3/23/2020,1643,N34460,ORD,20:52,20:10,112,92,-42,20:06,4,0,0,0,0,0,2020-03-23,2.0,0.6,7.2,1.3,80.0,333.0,7.6,,1022.1,
UA,3/23/2022,1094,N809UA,ORD,20:58,21:25,109,111,27,21:21,4,6,0,2,0,19,2022-03-23,11.0,7.8,14.4,9.4,0.0,183.0,13.7,,998.2,
UA,3/23/2022,1200,N467UA,DEN,15:05,15:33,200,203,28,15:29,4,25,0,3,0,0,2022-03-23,3.8,-1.6,12.8,0.0,0.0,339.0,32.0,,1018.1,
UA,3/23/2022,1874,N820UA,IAD,23:19,23:37,69,64,18,23:33,4,18,0,0,0,0,2022-03-23,10.6,6.1,13.3,8.9,0.0,84.0,11.5,,1017.3,
UA,3/24/2019,607,N23721,ORD,21:50,21:48,110,111,-2,21:43,5,0,0,0,0,0,2019-03-24,7.5,1.1,10.0,1.3,0.0,113.0,14.0,,1020.1,
UA,3/24/2020,1643,,ORD,20:52,0:00,112,0,0,0:00,0,0,0,0,0,0,2020-03-24,4.2,1.1,9.4,0.0,0.0,80.0,10.4,,1019.3,
UA,3/24/2022,1094,N852UA,ORD,20:58,20:51,109,103,-7,20:45,6,0,0,0,0,0,2022-03-24,7.3,3.9,7.8,6.4,0.0,246.0,12.6,,1004.4,
UA,3/24/2022,1200,N414UA,DEN,15:05,14:57,200,191,-8,14:52,5,0,0,0,0,0,2022-03-24,8.6,0.0,20.6,0.0,0.0,263.0,19.8,,1013.9,
UA,3/24/2022,1874,N844UA,IAD,23:19,23:25,69,66,6,23:19,6,0,0,0,0,0,2022-03-24,11.1,8.3,13.9,1.0,0.0,2.0,10.1,,1009.6,
UA,3/25/2019,607,N38727,ORD,21:50,21:40,110,93,-10,21:38,2,0,0,0,0,0,2019-03-25,2.2,-3.2,5.6,0.0,0.0,25.0,28.1,,1025.1,
UA,3/25/2020,1643,,ORD,20:52,0:00,112,0,0,0:00,0,0,0,0,0,0,2020-03-25,5.9,0.0,14.4,0.0,0.0,220.0,11.9,,1013.1,
UA,3/25/2022,1094,N828UA,ORD,20:58,21:14,109,109,16,21:09,5,16,0,0,0,0,2022-03-25,5.2,1.7,8.3,0.3,0.0,276.0,24.1,,1006.2,
UA,3/25/2022,1200,N462UA,DEN,15:05,14:51,200,189,-14,14:46,5,0,0,0,0,0,2022-03-25,8.4,-1.6,17.2,0.0,0.0,72.0,13.7,,1018.6,
