Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
-5,10.9,3.9,18.9,0.0,0.0,128.0,7.9,1019.5,6,4,2019,21,2,On-Time,0,0,1
0,8.5,1.7,17.8,0.3,0.0,96.0,9.4,1017.2,6,4,2020,20,48,On-Time,0,0,1
-1,20.9,15.0,27.2,0.0,0.0,208.0,17.3,1010.4,6,4,2021,21,36,On-Time,0,0,1
1,3.5,-3.2,9.4,0.0,0.0,314.0,32.0,1019.5,6,4,2022,15,6,On-Time,0,0,0
-24,10.7,6.1,13.3,19.3,0.0,228.0,24.8,999.2,6,4,2022,21,59,Early,0,0,1
83,12.4,10.0,16.7,7.9,0.0,32.0,14.4,1006.1,6,4,2022,23,37,Severely Late,0,1,0
85,13.5,10.6,19.4,9.9,0.0,181.0,13.3,1011.1,7,4,2019,21,2,Severely Late,0,0,1
-7,17.1,10.6,26.7,1.0,0.0,262.0,12.6,1006.2,7,4,2020,20,48,On-Time,0,0,1
64,4.1,-2.7,11.7,0.0,0.0,355.0,28.8,1026.0,7,4,2022,15,6,Severely Late,0,0,0
-5,6.1,3.3,6.7,1.5,0.0,236.0,23.0,1000.3,7,4,2022,21,59,On-Time,0,0,1
-19,11.3,8.3,12.2,9.4,0.0,36.0,12.6,1004.8,7,4,2022,23,37,Early,0,1,0
-9,16.2,11.1,22.8,0.0,0.0,261.0,13.7,1009.7,8,4,2019,21,2,On-Time,0,0,1
-19,15.9,8.9,23.3,5.6,0.0,50.0,13.0,1006.0,8,4,2020,20,48,Early,0,0,1
-1,6.7,-7.1,19.4,0.0,0.0,247.0,12.2,1020.9,8,4,2022,15,6,On-Time,0,0,0
-8,3.7,0.6,5.0,8.1,0.0,309.0,13.7,1004.3,8,4,2022,21,59,On-Time,0,0,1
0,10.8,3.3,17.2,1.3,0.0,241.0,13.3,1004.9,8,4,2022,23,37,On-Time,0,1,0
-17,15.4,3.9,18.9,0.0,0.0,307.0,19.1,1010.7,9,4,2019,21,2,Early,0,0,1
-21,7.9,2.2,10.0,0.0,0.0,293.0,28.8,1008.1,9,4,2020,20,48,Early,0,0,1
-3,14.8,6.7,24.4,0.0,0.0,189.0,22.3,1001.7,9,4,2022,15,11,On-Time,0,0,0
-7,3.8,0.0,12.2,0.0,0.0,325.0,9.4,1010.4,9,4,2022,20,58,On-Time,0,0,1
14,9.1,4.4,12.2,1.5,0.0,293.0,12.6,1006.2,9,4,2022,23,37,Late,0,1,0
-19,4.7,1.1,3.9,3.3,0.0,48.0,28.8,1015.6,10,4,2019,21,2,Early,0,0,1
-19,4.5,0.6,10.0,0.0,0.0,298.0,15.5,1015.7,10,4,2020,20,48,Early,0,0,1
-13,9.1,1.1,13.9,0.3,0.0,7.0,23.0,1002.0,10,4,2022,15,11,Early,0,0,0
-21,7.3,0.0,17.8,0.0,0.0,154.0,13.0,1010.0,10,4,2022,22,4,Early,0,0,1
3,7.9,0.6,12.8,0.0,0.0,308.0,17.6,1013.5,10,4,2022,23,37,On-Time,0,1,0
-2,5.7,2.8,13.3,7.1,0.0,64.0,25.9,1006.3,11,4,2019,21,2,On-Time,0,0,1
1,10.2,5.6,17.2,4.3,0.0,181.0,12.2,1011.1,11,4,2020,20,48,On-Time,0,0,1
-31,7.1,-3.2,18.3,0.0,0.0,174.0,23.8,999.6,11,4,2022,15,6,Early,0,0,0
-13,13.8,7.2,16.7,0.0,0.0,242.0,14.8,1008.0,11,4,2022,21,59,Early,0,0,1
-6,8.2,-1.0,20.0,0.0,0.0,114.0,8.6,1018.9,11,4,2022,23,37,On-Time,0,1,0
-12,8.8,3.3,10.6,1.8,0.0,235.0,26.6,1006.3,12,4,2019,21,2,Early,0,0,1
-27,13.1,9.4,18.9,3.3,0.0,168.0,15.5,1002.4,12,4,2020,20,48,Early,0,0,1
-6,10.9,-3.2,15.6,0.0,0.0,314.0,25.2,991.6,12,4,2022,15,6,On-Time,0,0,0
109,12.8,4.4,20.6,0.0,0.0,137.0,20.2,1011.5,12,4,2022,21,59,Severely Late,0,0,1
25,17.3,10.6,26.1,0.0,0.0,23.0,6.5,1016.7,12,4,2022,23,37,Late,0,1,0
-6,5.8,1.7,11.1,0.0,0.0,255.0,19.8,1017.9,13,4,2019,21,2,On-Time,0,0,1
-12,7.3,1.1,13.3,0.5,0.0,281.0,27.4,1008.9,13,4,2020,20,48,Early,0,0,1
-1,-0.7,-12.1,6.7,0.0,0.0,298.0,22.3,1011.1,13,4,2022,15,6,On-Time,0,0,0
161,19.1,3.9,22.2,6.6,0.0,212.0,22.7,1000.3,13,4,2022,21,59,Severely Late,0,0,1
8,20.1,10.6,30.0,0.0,0.0,227.0,13.0,1013.7,13,4,2022,23,37,On-Time,0,1,0
0,2.7,0.0,3.9,17.5,0.0,18.0,29.2,1008.6,14,4,2019,21,2,On-Time,0,0,1
-23,1.9,-1.0,5.0,0.0,0.0,261.0,19.8,1021.1,14,4,2020,20,48,Early,0,0,1
-7,3.3,-7.7,15.0,0.0,0.0,248.0,20.5,1011.2,14,4,2022,15,6,On-Time,0,0,0
-4,6.6,1.7,10.6,0.0,0.0,243.0,29.2,1009.7,14,4,2022,21,59,On-Time,0,0,1
-3,23.2,10.6,27.2,0.0,0.0,240.0,22.7,1010.1,14,4,2022,23,37,On-Time,0,1,0
10,3.2,-0.5,11.1,0.0,80.0,250.0,13.3,1015.2,15,4,2019,21,2,On-Time,0,0,1
-7,0.7,-2.7,4.4,2.5,30.0,298.0,13.3,1018.7,15,4,2020,20,48,On-Time,0,0,1
-5,7.9,-2.1,16.1,0.0,0.0,94.0,19.4,1007.8,15,4,2022,15,6,On-Time,0,0,0
3,14.4,2.8,22.2,0.0,0.0,207.0,13.0,1019.7,15,4,2022,23,37,On-Time,0,1,0
-5,13.3,7.2,22.8,0.0,0.0,203.0,16.6,1013.2,16,4,2019,21,2,On-Time,0,0,1
0,2.6,-2.1,8.3,0.0,0.0,269.0,14.8,1024.7,16,4,2020,20,48,On-Time,0,0,1
-2,4.2,-3.2,16.7,0.0,0.0,189.0,19.8,1014.3,16,4,2022,15,11,On-Time,0,0,0
-18,4.9,0.0,9.4,0.0,0.0,312.0,15.1,1019.5,16,4,2022,20,58,Early,0,0,1
-3,18.9,13.3,26.1,0.0,0.0,215.0,19.4,1012.9,16,4,2022,23,37,On-Time,0,1,0
-13,12.8,6.7,25.0,0.0,0.0,118.0,19.4,1008.7,17,4,2019,21,2,Early,0,0,1
0,3.6,1.1,5.6,7.4,50.0,21.0,12.6,1018.6,17,4,2020,20,48,On-Time,0,0,1
-11,9.7,0.0,20.0,0.0,0.0,297.0,23.8,1013.4,17,4,2022,15,11,Early,0,0,0
46,2.7,-1.6,6.1,0.5,0.0,36.0,14.4,1025.2,17,4,2022,22,4,Severely Late,0,0,1
2,12.8,6.1,13.3,0.3,0.0,0.0,20.5,1020.6,17,4,2022,23,37,On-Time,0,1,0
-16,14.7,6.7,18.3,7.9,0.0,293.0,19.4,1003.1,18,4,2019,21,2,Early,0,0,1
0,6.4,1.1,15.0,0.0,0.0,225.0,26.3,1012.8,18,4,2020,20,48,On-Time,0,0,1
54,7.0,-5.5,18.3,0.0,0.0,116.0,19.1,1020.9,18,4,2022,15,6,Severely Late,0,0,0
-15,2.5,0.6,5.0,3.8,0.0,306.0,15.5,1019.1,18,4,2022,21,59,Early,0,0,1
-8,5.9,2.2,6.7,13.7,0.0,40.0,12.6,1021.3,18,4,2022,23,37,On-Time,0,1,0
-8,7.2,5.0,10.6,0.0,0.0,17.0,41.8,1009.8,19,4,2019,21,2,On-Time,0,0,1
0,11.7,3.9,16.7,0.0,0.0,290.0,18.0,1008.4,19,4,2020,20,48,On-Time,0,0,1
-6,12.2,2.2,26.7,0.0,0.0,294.0,11.9,1001.6,19,4,2022,15,6,On-Time,0,0,0
-17,4.6,2.2,10.6,0.0,0.0,293.0,15.1,1021.4,19,4,2022,21,59,Early,0,0,1
-8,6.3,3.3,11.1,0.0,0.0,287.0,20.5,1014.6,19,4,2022,23,37,On-Time,0,1,0
-9,9.7,2.2,17.8,0.0,0.0,18.0,22.3,1010.1,20,4,2019,21,2,On-Time,0,0,1
0,9.1,2.2,17.8,1.0,0.0,272.0,20.2,1005.5,20,4,2020,20,48,On-Time,0,0,1
-4,14.8,1.7,21.1,0.0,0.0,106.0,21.2,1003.3,20,4,2022,15,6,On-Time,0,0,0
-20,7.4,5.0,11.1,6.1,0.0,150.0,22.3,1018.9,20,4,2022,21,59,Early,0,0,1
-12,9.0,0.0,16.7,0.0,0.0,282.0,9.0,1028.7,20,4,2022,23,37,Early,0,1,0
-1,14.6,6.7,25.0,0.0,0.0,182.0,14.0,1014.5,21,4,2019,21,2,On-Time,0,0,1
0,8.5,2.2,11.7,0.0,0.0,314.0,23.4,1011.8,21,4,2020,20,48,On-Time,0,0,1
-10,14.8,3.9,26.7,0.0,0.0,154.0,34.6,1007.4,21,4,2022,15,6,On-Time,0,0,0
-16,12.9,10.0,20.0,1.3,0.0,256.0,16.6,1019.8,21,4,2022,21,59,Early,0,0,1
-4,13.1,7.2,19.4,0.0,0.0,183.0,13.3,1029.0,21,4,2022,23,37,On-Time,0,1,0
52,20.1,14.4,26.7,0.5,0.0,175.0,21.2,1014.4,22,4,2019,21,2,Severely Late,0,0,1
0,7.7,4.4,17.2,1.5,0.0,112.0,11.2,1012.5,22,4,2020,20,48,On-Time,0,0,1
-9,21.6,10.6,31.7,0.0,0.0,197.0,32.8,993.9,22,4,2022,15,6,On-Time,0,0,0
35,11.2,7.8,11.7,20.3,0.0,64.0,15.5,1025.3,22,4,2022,21,59,Severely Late,0,0,1
7,16.3,6.7,23.9,0.0,0.0,5.0,7.6,1028.8,22,4,2022,23,37,On-Time,0,1,0
0,15.1,9.4,18.3,0.0,0.0,285.0,14.4,1014.6,23,4,2019,21,2,On-Time,0,0,1
0,9.9,6.1,13.9,0.0,0.0,21.0,12.2,1006.6,23,4,2020,20,48,On-Time,0,0,1
6,13.7,1.1,16.7,0.0,0.0,293.0,20.9,998.2,23,4,2022,15,11,On-Time,0,0,0
-5,17.3,10.6,28.9,0.0,0.0,172.0,25.2,1012.2,23,4,2022,20,58,On-Time,0,0,1
-12,17.2,6.1,26.1,0.0,0.0,109.0,8.6,1025.1,23,4,2022,23,37,Early,0,1,0
-12,11.5,5.6,17.8,0.0,0.0,109.0,9.4,1014.7,24,4,2019,21,2,Early,0,0,1
0,7.1,4.4,10.0,0.0,0.0,32.0,15.8,1011.7,24,4,2020,20,48,On-Time,0,0,1
-15,7.0,-2.1,12.8,0.0,0.0,29.0,16.9,1016.9,24,4,2022,15,11,Early,0,0,0
75,21.3,12.2,22.8,10.4,0.0,216.0,25.6,1008.6,24,4,2022,22,4,Severely Late,0,0,1
36,19.4,10.6,28.9,0.0,0.0,76.0,10.4,1019.9,24,4,2022,23,37,Severely Late,0,1,0
-17,13.7,7.8,19.4,4.8,0.0,59.0,10.8,1007.7,25,4,2019,21,2,Early,0,0,1
0,6.8,5.6,8.3,4.8,0.0,25.0,20.5,1014.4,25,4,2020,20,48,On-Time,0,0,1
-12,6.5,0.6,14.4,0.0,0.0,85.0,9.0,1024.3,25,4,2022,15,6,Early,0,0,0
-7,11.8,5.0,12.2,0.0,0.0,262.0,19.8,1016.9,25,4,2022,21,59,On-Time,0,0,1
32,16.4,11.7,22.2,0.0,0.0,82.0,10.4,1019.8,25,4,2022,23,37,Severely Late,0,1,0
38,13.1,9.4,17.2,0.5,0.0,311.0,23.0,1008.7,26,4,2019,21,2,Severely Late,0,0,1
73,9.7,5.0,17.2,0.0,0.0,11.0,18.4,1019.0,26,4,2020,20,48,Severely Late,0,0,1
47,10.5,2.2,22.8,0.0,0.0,172.0,15.5,1016.0,26,4,2022,15,6,Severely Late,0,0,0
-22,5.9,1.1,10.6,0.0,0.0,285.0,19.1,1024.6,26,4,2022,21,59,Early,0,0,1
77,16.3,11.7,20.0,0.8,0.0,356.0,11.2,1017.5,26,4,2022,23,37,Severely Late,0,1,0
29,5.8,0.0,9.4,20.1,0.0,48.0,20.2,1013.0,27,4,2019,21,2,Late,0,0,1
-10,11.6,4.4,20.0,4.1,0.0,202.0,14.8,1017.3,27,4,2020,20,48,On-Time,0,0,1
-6,14.8,6.7,23.3,0.0,0.0,208.0,16.9,1008.4,27,4,2022,15,6,On-Time,0,0,0
-18,3.4,0.6,5.0,0.0,0.0,34.0,17.6,1027.2,27,4,2022,21,59,Early,0,0,1
17,12.3,6.1,16.7,0.0,0.0,319.0,24.1,1018.6,27,4,2022,23,37,Late,0,1,0
-12,3.9,-0.5,11.1,0.0,0.0,43.0,15.5,1021.0,28,4,2019,21,2,Early,0,0,1
0,16.1,8.9,24.4,6.9,0.0,168.0,11.9,1008.1,28,4,2020,20,48,On-Time,0,0,1
51,15.2,5.0,25.0,0.0,0.0,203.0,19.4,1003.6,28,4,2022,15,6,Severely Late,0,0,0
-17,5.6,3.3,10.0,0.0,0.0,90.0,16.6,1023.3,28,4,2022,21,59,Early,0,0,1
16,8.4,2.8,15.6,0.0,0.0,334.0,21.6,1021.8,28,4,2022,23,37,Late,0,1,0
43,7.3,6.1,10.6,40.1,0.0,133.0,14.4,1017.8,29,4,2019,21,3,Severely Late,0,0,1
0,13.6,6.1,16.1,48.0,0.0,304.0,17.3,999.5,29,4,2020,20,48,On-Time,0,0,1
0,15.5,3.9,18.9,1.3,0.0,308.0,25.9,1001.2,29,4,2022,15,6,On-Time,0,0,0
-21,11.9,8.3,18.9,1.0,0.0,107.0,21.6,1017.8,29,4,2022,21,59,Early,0,0,1
17,11.1,1.1,18.9,0.0,0.0,322.0,9.4,1022.1,29,4,2022,23,37,Late,0,1,0
124,6.9,3.3,8.3,33.0,0.0,52.0,20.2,1021.6,30,4,2019,21,3,Severely Late,0,0,1
0,8.2,5.6,13.3,4.1,0.0,359.0,22.0,1007.5,30,4,2020,20,48,On-Time,0,0,1
-9,9.8,2.2,18.3,0.0,0.0,23.0,14.0,1013.2,30,4,2022,15,11,On-Time,0,0,0
276,14.2,10.6,20.6,39.1,0.0,129.0,22.7,1008.4,30,4,2022,20,58,Severely Late,0,0,1
30,11.2,2.2,21.1,0.0,0.0,2.0,4.7,1020.9,30,4,2022,23,37,Late,0,1,0
10,14.3,7.2,21.1,0.0,0.0,326.0,13.7,1019.3,30,4,2022,22,57,On-Time,1,0,0
-10,10.0,6.1,14.4,20.3,0.0,61.0,13.3,1014.2,1,5,2019,21,11,On-Time,0,0,1
14,11.1,3.3,20.0,0.0,0.0,188.0,9.4,1015.6,1,5,2020,20,48,Late,0,0,1
-7,9.8,0.0,20.0,10.7,0.0,133.0,26.6,1010.4,1,5,2022,15,11,On-Time,0,0,0
-7,12.6,9.4,13.3,0.0,0.0,229.0,21.6,1008.2,1,5,2022,22,4,On-Time,0,0,1
37,13.3,8.9,17.8,6.1,0.0,126.0,7.9,1018.0,1,5,2022,23,37,Severely Late,0,1,0
-6,6.8,5.0,8.3,15.5,0.0,34.0,16.6,1019.2,2,5,2019,21,11,On-Time,0,0,1
-18,18.5,15.0,25.0,0.0,0.0,235.0,16.9,1010.8,2,5,2020,20,48,Early,0,0,1
-7,5.9,0.6,6.1,11.7,0.0,39.0,18.0,1013.0,2,5,2022,15,6,On-Time,0,0,0
-22,9.9,8.9,12.2,0.0,0.0,247.0,12.6,1016.3,2,5,2022,21,59,Early,0,0,1
-7,17.3,10.0,27.2,0.0,0.0,348.0,7.6,1015.6,2,5,2022,23,37,On-Time,0,1,0
-13,8.6,4.4,12.8,0.3,0.0,24.0,18.0,1018.7,3,5,2019,21,11,Early,0,0,1
-5,5.2,0.0,15.0,0.5,0.0,11.0,14.4,1010.4,3,5,2022,15,6,On-Time,0,0,0
-31,9.0,6.7,10.0,33.3,0.0,34.0,28.8,1012.1,3,5,2022,21,59,Early,0,0,1
-5,16.8,12.2,21.7,15.5,0.0,106.0,10.4,1017.5,3,5,2022,23,37,On-Time,0,1,0
63,9.7,3.3,17.2,0.0,0.0,33.0,8.6,1015.5,4,5,2019,21,11,Severely Late,0,0,1
-6,7.2,4.4,10.0,2.3,0.0,67.0,13.7,1012.9,4,5,2022,15,6,On-Time,0,0,0
6,7.8,3.9,13.3,0.0,0.0,34.0,16.6,1022.1,4,5,2022,21,59,On-Time,0,0,1
-9,17.8,14.4,26.1,16.0,0.0,237.0,9.4,1014.6,4,5,2022,23,37,On-Time,0,1,0
34,14.6,7.8,22.8,0.0,0.0,232.0,10.4,1011.6,5,5,2019,21,11,Severely Late,0,0,1
-15,9.8,4.4,20.6,0.0,0.0,294.0,12.6,1012.7,5,5,2022,15,6,Early,0,0,0
-16,8.9,5.6,11.7,8.1,0.0,43.0,12.2,1018.0,5,5,2022,22,25,Early,0,0,1
-5,15.2,7.2,21.1,1.3,0.0,73.0,16.2,1015.5,6,5,2019,21,11,On-Time,0,0,1
-5,18.0,8.3,27.8,0.0,0.0,164.0,14.4,1005.5,6,5,2022,15,9,On-Time,0,0,0
-15,9.3,8.3,11.7,7.4,0.0,38.0,25.6,1009.1,6,5,2022,20,57,Early,0,0,1
-7,8.0,6.1,10.0,10.7,0.0,32.0,23.4,1023.1,7,5,2019,21,11,On-Time,0,0,1
-11,20.9,10.0,31.7,0.0,0.0,218.0,21.2,997.6,7,5,2022,15,9,Early,0,0,0
-6,12.1,6.1,17.8,0.0,0.0,37.0,16.6,1014.4,7,5,2022,20,51,On-Time,0,0,1
-15,10.1,7.8,20.0,8.1,0.0,76.0,19.4,1016.0,8,5,2019,21,11,Early,0,0,1
-7,15.7,6.7,25.0,0.0,0.0,167.0,28.8,994.4,8,5,2022,15,9,On-Time,0,0,0
75,12.3,6.1,18.3,0.0,0.0,125.0,15.8,1014.3,8,5,2022,20,51,Severely Late,0,0,1
-5,16.3,7.8,19.4,20.1,0.0,225.0,18.4,1007.1,9,5,2019,21,11,On-Time,0,0,1
-10,14.1,5.6,22.2,0.0,0.0,51.0,20.5,997.7,9,5,2022,15,9,On-Time,0,0,0
-15,18.8,13.3,28.3,0.0,0.0,153.0,27.4,1011.5,9,5,2022,20,51,Early,0,0,1
10,9.8,6.7,14.4,0.0,0.0,8.0,13.7,1018.9,10,5,2019,21,11,On-Time,0,0,1
-6,12.7,2.2,27.2,0.0,0.0,68.0,17.6,1011.4,10,5,2022,15,9,On-Time,0,0,0
28,25.1,20.6,31.7,0.0,0.0,182.0,17.6,1015.4,10,5,2022,20,51,Late,0,0,1
-9,8.7,6.7,11.7,3.0,0.0,87.0,13.7,1018.9,11,5,2019,21,11,On-Time,0,0,1
-15,14.0,6.7,20.6,0.0,0.0,320.0,11.2,1019.2,11,5,2021,18,48,Early,0,1,0
6,18.9,6.7,32.2,0.0,0.0,214.0,24.1,1005.2,11,5,2022,15,9,On-Time,0,0,0
33,28.2,23.3,32.2,0.0,0.0,151.0,11.9,1018.4,11,5,2022,20,51,Severely Late,0,0,1
-7,7.9,5.6,11.1,1.3,0.0,35.0,18.4,1011.6,12,5,2019,21,11,On-Time,0,0,1
1,13.2,6.7,19.4,0.0,0.0,340.0,9.4,1024.0,12,5,2021,18,48,On-Time,0,1,0
7,9.9,2.8,16.7,0.0,0.0,50.0,9.4,1030.7,12,5,2021,21,41,On-Time,0,0,1
27,18.2,5.6,22.2,0.0,0.0,323.0,23.0,1005.0,12,5,2022,15,9,Late,0,0,0
5,27.5,23.3,32.8,0.0,0.0,163.0,18.4,1016.6,12,5,2022,20,51,On-Time,0,0,1
-9,9.8,5.6,16.1,0.0,0.0,17.0,11.9,1013.1,13,5,2019,21,11,On-Time,0,0,1
14,14.6,3.3,23.3,0.0,0.0,140.0,15.8,1012.1,13,5,2022,15,9,Late,0,0,0
-8,26.7,20.0,31.7,0.0,0.0,186.0,14.0,1013.2,13,5,2022,20,51,On-Time,0,0,1
-9,12.4,5.0,21.7,0.0,0.0,200.0,7.6,1016.0,14,5,2019,21,11,On-Time,0,0,1
-6,18.5,6.7,27.2,0.0,0.0,147.0,9.4,1012.5,14,5,2022,15,9,On-Time,0,0,0
13,25.2,19.4,30.0,0.0,0.0,32.0,9.4,1012.1,14,5,2022,20,51,Late,0,0,1
-10,16.8,10.0,23.9,0.0,0.0,241.0,8.3,1013.8,15,5,2019,21,11,On-Time,0,0,1
2,17.8,9.4,24.4,0.0,0.0,87.0,18.4,1015.5,15,5,2022,15,9,On-Time,0,0,0
-9,21.6,14.4,24.4,0.0,0.0,259.0,11.5,1011.8,15,5,2022,20,51,On-Time,0,0,1
44,19.0,15.6,25.0,11.2,0.0,210.0,15.5,1008.3,16,5,2019,21,11,Severely Late,0,0,1
38,18.9,11.1,28.9,0.0,0.0,202.0,11.9,1009.0,16,5,2022,15,9,Severely Late,0,0,0
-2,18.4,12.2,25.6,0.0,0.0,284.0,17.3,1010.5,16,5,2022,20,51,On-Time,0,0,1
17,14.4,7.2,20.0,1.5,0.0,28.0,19.8,1011.4,17,5,2019,21,11,Late,0,0,1
-4,20.0,10.0,29.4,0.0,0.0,355.0,17.3,1007.6,17,5,2022,15,9,On-Time,0,0,0
-13,16.1,10.6,20.0,0.0,0.0,65.0,13.7,1016.3,17,5,2022,20,51,Early,0,0,1
191,13.2,6.7,26.7,10.4,0.0,89.0,12.2,1009.1,18,5,2019,21,11,Severely Late,0,0,1
-10,19.4,9.4,28.3,0.0,0.0,178.0,16.2,1010.3,18,5,2022,15,9,On-Time,0,0,0
-2,12.9,11.1,15.6,7.4,0.0,52.0,11.5,1010.1,18,5,2022,20,51,On-Time,0,0,1
154,17.1,8.3,23.3,1.8,0.0,237.0,23.4,1003.5,19,5,2019,21,11,Severely Late,0,0,1
3,21.8,3.3,31.1,0.0,0.0,247.0,22.3,996.4,19,5,2022,15,9,On-Time,0,0,0
33,18.8,11.7,30.0,0.5,0.0,196.0,17.3,1002.3,19,5,2022,20,51,Severely Late,0,0,1
28,11.8,7.2,13.9,0.0,0.0,343.0,16.9,1016.9,20,5,2019,21,11,Late,0,0,1
40,6.7,0.0,5.0,18.0,0.0,38.0,13.3,1009.3,20,5,2022,15,9,Severely Late,0,0,0
-9,23.9,14.4,30.0,11.7,0.0,218.0,20.5,998.4,20,5,2022,20,51,On-Time,0,0,1
-2,9.2,7.2,12.2,8.4,0.0,81.0,24.1,1018.1,21,5,2019,21,11,On-Time,0,0,1
0,2.3,-0.5,10.0,1.8,50.0,145.0,9.7,1023.8,21,5,2022,15,9,On-Time,0,0,0
219,15.9,12.2,16.7,10.7,0.0,281.0,7.9,1014.6,21,5,2022,20,51,Severely Late,0,0,1
-13,16.3,9.4,27.8,15.0,0.0,168.0,23.8,1010.3,22,5,2019,21,11,Early,0,0,1
6,7.6,3.9,13.9,0.0,0.0,174.0,25.6,1020.5,22,5,2022,15,9,On-Time,0,0,0
-18,14.2,10.0,17.2,0.0,0.0,316.0,15.5,1024.0,22,5,2022,20,51,Early,0,0,1
-10,21.3,16.1,23.3,2.0,0.0,254.0,18.4,1014.8,23,5,2019,21,11,On-Time,0,0,1
19,9.9,4.4,16.7,0.0,0.0,65.0,20.9,1013.7,23,5,2022,15,9,Late,0,0,0
-15,12.3,7.2,16.1,0.0,0.0,48.0,16.9,1026.8,23,5,2022,20,51,Early,0,0,1
-1,16.8,12.2,23.9,6.6,0.0,91.0,12.2,1017.1,24,5,2019,21,11,On-Time,0,0,1
-1,8.0,4.4,11.1,0.0,0.0,35.0,10.8,1014.6,24,5,2022,15,9,On-Time,0,0,0
-11,13.7,9.4,18.9,0.0,0.0,67.0,20.5,1022.3,24,5,2022,20,51,Early,0,0,1
13,10.9,4.4,21.7,0.0,0.0,320.0,16.2,1013.5,25,5,2022,15,9,Late,0,0,0
46,16.5,12.2,26.1,5.6,0.0,124.0,15.5,1012.0,25,5,2022,20,51,Severely Late,0,0,1
-19,21.1,12.2,23.3,0.0,0.0,21.0,9.4,1016.3,26,5,2019,21,11,Early,0,0,1
-9,16.5,4.4,27.8,0.0,0.0,174.0,11.9,1012.9,26,5,2022,15,9,On-Time,0,0,0
13,22.3,17.8,25.0,0.0,0.0,186.0,14.4,1006.9,26,5,2022,20,51,Late,0,0,1
233,16.2,11.7,22.8,48.8,0.0,108.0,12.2,1012.2,27,5,2019,21,11,Severely Late,0,0,1
-7,21.6,13.3,31.7,0.0,0.0,189.0,15.1,1007.3,27,5,2022,15,9,On-Time,0,0,0
-7,15.7,10.6,17.8,3.6,0.0,11.0,17.3,1009.2,27,5,2022,20,51,On-Time,0,0,1
170,18.1,11.1,21.1,16.0,0.0,341.0,15.1,1006.5,28,5,2019,21,11,Severely Late,0,0,1
3,21.0,10.0,31.1,0.0,0.0,245.0,16.6,998.6,28,5,2022,15,9,On-Time,0,0,0
1,16.1,9.4,23.3,0.0,0.0,215.0,12.2,1012.0,28,5,2022,20,51,On-Time,0,0,1
41,15.3,11.1,23.9,1.8,0.0,105.0,10.4,1007.5,29,5,2019,21,11,Severely Late,0,0,1
10,17.9,9.4,25.0,2.8,0.0,139.0,22.3,994.3,29,5,2022,15,9,On-Time,0,0,0
-1,22.1,17.2,29.4,0.0,0.0,180.0,24.8,1008.8,29,5,2022,20,51,On-Time,0,0,1
13,18.9,15.6,25.6,5.6,0.0,97.0,10.8,1007.3,30,5,2019,21,11,Late,0,0,1
12,12.9,5.0,19.4,0.0,0.0,277.0,23.0,1000.2,30,5,2022,15,9,Late,0,0,0
-1,25.8,21.1,31.7,0.0,0.0,188.0,27.4,1009.2,30,5,2022,20,51,On-Time,0,0,1
12,21.4,15.6,27.2,0.0,0.0,231.0,15.1,1010.0,31,5,2019,21,11,Late,0,0,1
12,11.9,5.0,17.8,18.0,0.0,21.0,15.5,1015.0,31,5,2022,15,9,Late,0,0,0
56,27.0,23.3,30.0,0.0,0.0,216.0,22.7,1011.0,31,5,2022,20,51,Severely Late,0,0,1
66,21.7,11.7,26.7,0.0,0.0,214.0,14.4,1008.1,1,6,2019,21,11,Severely Late,0,0,1
0,7.3,3.9,14.4,13.2,0.0,339.0,13.0,1022.0,1,6,2022,15,9,On-Time,0,0,0
-23,22.7,15.0,23.3,4.6,0.0,12.0,10.8,1013.5,1,6,2022,20,51,Early,0,0,1
-27,15.6,10.6,21.1,0.0,0.0,28.0,14.0,1013.1,2,6,2019,21,11,Early,0,0,1
11,12.6,6.1,21.7,0.0,0.0,102.0,11.5,1015.4,2,6,2022,15,9,Late,0,0,0
-15,19.0,14.4,25.0,0.3,0.0,326.0,11.2,1012.4,2,6,2022,20,51,Early,0,0,1
-13,14.3,9.4,19.4,0.0,0.0,77.0,13.0,1019.2,3,6,2019,21,11,Early,0,0,1
-11,16.4,8.9,25.0,0.0,0.0,173.0,12.6,1009.4,3,6,2022,15,7,Early,0,0,0
-19,21.0,14.4,27.2,0.0,0.0,274.0,15.5,1012.6,3,6,2022,23,59,Early,0,0,1
-2,21.8,13.9,25.6,0.0,0.0,317.0,11.2,1010.0,3,6,2022,23,37,On-Time,0,1,0
76,17.9,13.3,27.8,7.4,0.0,190.0,16.9,1012.9,4,6,2019,21,11,Severely Late,0,0,1
-1,18.5,10.6,30.0,0.0,0.0,219.0,13.3,1005.8,4,6,2022,15,7,On-Time,0,0,0
7,18.1,12.2,21.7,0.0,0.0,29.0,9.4,1015.0,4,6,2022,0,14,On-Time,0,0,1
34,21.0,11.7,28.9,0.0,0.0,332.0,7.9,1012.8,4,6,2022,23,37,Severely Late,0,1,0
